index,r,ug,gr,ri,iz,zy,Z
19073.0,25.961922217834505,0.9458676930024268,0.26610586526907554,0.23241083228653991,-0.04282230687606514,0.04421801628106081,0.106639751162308
95873.0,26.12807123178066,0.7038905871223022,0.7537091574918833,0.5927325548862363,0.7590943672617705,0.4088656236933659,1.2102091680458167
77727.0,26.441842788489886,0.717845556786493,0.866890006264363,0.5689138526892528,0.7311606430319699,0.25356638594969283,1.0966430868270105
95062.0,25.09573902990352,0.4816699992149758,0.6149398313064722,0.6621765316129924,0.18566154659241718,0.1345505290015545,0.7056717061323368
35111.0,25.26480789412787,0.8636392694078054,0.9741585314131029,0.2347381178909238,0.12917911822048467,0.20303753463603158,0.445678399422735
380.0,25.260704347624873,0.5350800656045571,0.5077670685680218,0.5571062941007554,0.08863878436738304,0.07361855438971432,0.722047475134484
94719.0,25.662238998437434,0.41015151644834447,0.537810637537607,0.5349091237549111,0.1001011695484948,0.06058989933634251,0.6930898243101297
77506.0,27.126083622551597,0.8960057528371372,0.8021072087792689,0.7763235051846316,0.9653710936711519,0.35134243706993473,1.1858767027518238
90681.0,26.667654307451482,1.3379344365389372,0.7235033762491447,0.51166963105916,0.5916010766952837,0.2503763376905397,1.8375993611791375
44493.0,25.712712925710385,0.8408337826250545,0.9583992563864534,0.845177613003667,0.8656424199791353,0.4862682891001384,1.1861806883808055
2548.0,25.09198602104412,0.5880885726068179,0.5396391477532028,0.5262831954177081,0.5916539522292865,0.5028105990256044,1.2849902268977436
15212.0,23.732381351574787,0.8111371301015318,0.6799284785455413,0.20324215205122087,0.2339399668739759,0.0006387369523146447,0.29961871724889355
93183.0,25.712399894363557,0.8911580372527794,0.9947767903679576,0.3574985452947459,0.1816561894447375,0.18455081383397243,0.4829281048643296
32311.0,26.68581546313957,1.5326593068250496,0.8226775125293422,0.39546979582938135,0.10849468221508829,0.13832233884404133,0.19814902372105195
242.0,26.69287402745127,0.45158609347178924,0.7493398347559328,0.7230932017927323,0.7161995035556963,0.2673185301491152,1.0313291365582122
19454.0,25.967978180009943,0.15989359820136428,0.0892790732450166,0.17141148296334308,0.41604256426034425,0.26436328749310434,1.2568070678789818
90143.0,25.510066720734976,1.5712579494647017,0.8990435634809586,0.4098414813004396,0.14244699913297154,0.14959472876336477,0.20454916852461655
70374.0,25.10449983836175,0.8127719290019968,0.7699103700446734,0.5977761955736547,0.6070462754336496,0.524151274333331,1.2740440615684974
72757.0,26.8551698058995,0.43565039766789226,0.4036513523018286,0.21928891996640587,0.3785957891735592,0.2630699613566989,2.047869078573996
92404.0,26.29755550578102,0.25178079366535755,0.6507092032318091,0.3968537370122398,0.09244391175170819,0.15373170724626917,0.5615419566533058
17649.0,25.22256672412321,0.30677281035555737,0.30308980388743834,0.002902568744616474,0.19756411301649734,-0.13979703078398842,0.28481766206481146
71047.0,25.439286363010915,0.8350549054908605,0.9255151074833492,0.2339774631643401,0.21197247254235663,0.13026546395972005,0.40187556985201756
312.0,26.45234401932339,0.7249951476028009,0.21742736352528524,0.20031588898014263,-0.037903886420973976,0.03085744673089863,0.11114229742740615
70389.0,26.950993818744774,0.9462993535903905,0.9182530733603507,0.9336275574688848,0.9957414846870059,0.5052857741721581,1.194479010255921
16041.0,26.49784406252206,0.7537420068501852,0.8718896380829406,0.89475570784316,0.23488409774943264,0.11823246121981867,0.7506549231087102
23108.0,25.37973969325766,0.8164227664105965,0.803367925964352,0.6700033742007356,0.8255230938105989,0.4193464391533439,1.2085553569142227
27188.0,23.44366059116137,0.8163175805492244,0.8079774334791523,0.210522377421416,0.25763500749010504,-0.0011835436463627502,0.3502093011157794
1944.0,25.763240442170193,1.2180217736961012,0.7223785039503952,0.5640924689657822,0.691331041190896,0.31524841102435275,1.8641969362910722
30911.0,26.23133280434066,0.2856733720029361,0.2447129393068579,0.42654670962051,0.30799756113092513,0.47372184031051745,1.559026189231216
55118.0,26.318282451873813,0.5603336701852157,0.674893797710542,0.3544153779562329,0.5333890543777606,0.11216845725073199,1.0749988535656438
91113.0,25.111343810286122,0.707180826909724,0.39137493150294844,0.2112065545617554,-0.02458708194617998,0.029771430514472286,0.20696079552277438
41142.0,27.268080421240505,1.2692954973656505,0.8542471568954539,1.163355976584178,0.7766349749326196,0.7632200145046504,1.2967144066079832
11126.0,26.38782791428313,0.2632447544068448,0.13430777145290662,0.3136593659018807,0.31009007863920246,0.5170384075036267,1.3754690341076428
92591.0,26.510272580226598,0.2958301487788688,0.2575083313863935,0.44352400079594645,0.3662322680485346,0.4411854752667992,1.6062496005079048
66085.0,25.575951981798447,0.5602778124452215,0.8263980421474102,0.3376981405381194,0.17390749493347002,0.1982803998032061,0.4890761788802972
87532.0,25.699516518594162,0.46045509640480375,0.7253471032139664,0.8974697306934765,0.36997857833046055,0.10346026018131482,0.8609012075639366
22977.0,25.78433681172964,0.13248753183713546,0.21302363059906426,0.2789860635244992,0.249086106313694,0.24327219240081988,1.6713275515215795
91234.0,25.969518189601125,0.2330098717713831,0.07931217240853883,0.31608968624604117,0.5069030653277444,0.48940760239345593,1.3076472055444714
63681.0,26.53028134701019,0.7281159437809137,0.8774214791810202,0.5684122146319268,0.7474730352855055,0.2922009378005619,1.1201626169510082
17038.0,26.374370269621327,0.1771778009143965,0.059410998075946964,0.16596973857457087,-0.14080208449644616,0.06136700955751451,0.16996019207896493
